Region,District,Local Government,Locality,Postcode,SA1,Electors,LG Sort Name,
Mining and Pastoral,Pilbara,City of Karratha,Dampier,6713,5127316,214,Karratha,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127401,358,Esperance,
Agricultural,Roe,Shire of Esperance,Bandy Creek,6450,5127402,6,Esperance,
Agricultural,Roe,Shire of Esperance,Myrup,6450,5127402,173,Esperance,
Agricultural,Roe,Shire of Esperance,Pink Lake,6450,5127403,299,Esperance,
Agricultural,Roe,Shire of Esperance,West Beach,6450,5127403,1,Esperance,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127404,220,Esperance,
Agricultural,Roe,Shire of Esperance,Nulsen,6450,5127405,258,Esperance,
Agricultural,Roe,Shire of Esperance,Esperance,6450,5127406,245,Esperance,
Agricultural,Roe,Shire of Esperance,Esperance,6450,5127407,229,Esperance,
Agricultural,Roe,Shire of Esperance,Monjingup,6450,5127408,197,Esperance,
Agricultural,Roe,Shire of Esperance,Pink Lake,6450,5127408,24,Esperance,
Agricultural,Roe,Shire of Esperance,Chadwick,6450,5127409,133,Esperance,
Agricultural,Roe,Shire of Esperance,Nulsen,6450,5127409,5,Esperance,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127410,332,Esperance,
Agricultural,Roe,Shire of Esperance,West Beach,6450,5127411,171,Esperance,
Agricultural,Roe,Shire of Esperance,Esperance,6450,5127412,288,Esperance,
Agricultural,Roe,Shire of Esperance,West Beach,6450,5127414,164,Esperance,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127415,434,Esperance,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127416,323,Esperance,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127417,296,Esperance,
Agricultural,Roe,Shire of Esperance,West Beach,6450,5127418,338,Esperance,
Agricultural,Roe,Shire of Esperance,Sinclair,6450,5127419,236,Esperance,
Agricultural,Roe,Shire of Esperance,West Beach,6450,5127419,13,Esperance,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127420,225,Esperance,
Agricultural,Roe,Shire of Esperance,West Beach,6450,5127421,149,Esperance,
Agricultural,Roe,Shire of Esperance,Esperance,6450,5127422,253,Esperance,
Agricultural,Roe,Shire of Esperance,Esperance,6450,5127423,218,Esperance,
Agricultural,Roe,Shire of Esperance,Nulsen,6450,5127424,186,Esperance,
Agricultural,Roe,Shire of Esperance,Pink Lake,6450,5127424,112,Esperance,
Agricultural,Roe,Shire of Esperance,Sinclair,6450,5127424,16,Esperance,
Agricultural,Roe,Shire of Esperance,Esperance,6450,5127425,194,Esperance,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127426,234,Esperance,
Agricultural,Roe,Shire of Esperance,Windabout,6450,5127427,2,Esperance,
Agricultural,Roe,Shire of Esperance,Pink Lake,6450,5127428,174,Esperance,
Agricultural,Roe,Shire of Esperance,Nulsen,6450,5127429,157,Esperance,
Agricultural,Roe,Shire of Esperance,Myrup,6450,5127430,127,Esperance,
Agricultural,Roe,Shire of Esperance,Nulsen,6450,5127431,122,Esperance,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127432,252,Esperance,
Agricultural,Roe,Shire of Esperance,Sinclair,6450,5127433,27,Esperance,
Agricultural,Roe,Shire of Esperance,West Beach,6450,5127433,222,Esperance,
Agricultural,Roe,Shire of Esperance,Sinclair,6450,5127434,219,Esperance,
Agricultural,Roe,Shire of Esperance,Bandy Creek,6450,5127435,126,Esperance,
Agricultural,Roe,Shire of Esperance,Bandy Creek,6450,5127436,84,Esperance,
Agricultural,Roe,Shire of Esperance,Castletown,6450,5127436,7,Esperance,
Agricultural,Roe,Shire of Esperance,Windabout,6450,5127436,70,Esperance,
Agricultural,Roe,Shire of Esperance,Beaumont,6450,5127501,42,Esperance,
Agricultural,Roe,Shire of Esperance,Boyatup,6450,5127501,18,Esperance,
Agricultural,Roe,Shire of Esperance,Gibson,6448,5127501,2,Esperance,
Agricultural,Roe,Shire of Esperance,Howick,6450,5127501,23,Esperance,
Agricultural,Roe,Shire of Esperance,Mt Ney,6447,5127501,11,Esperance,
Agricultural,Roe,Shire of Esperance,Neridup,6450,5127501,52,Esperance,
Agricultural,Roe,Shire of Esperance,Salmon Gums,6445,5127501,4,Esperance,
Agricultural,Roe,Shire of Esperance,Wittenoom Hills,6447,5127501,21,Esperance,
Agricultural,Roe,Shire of Ravensthorpe,Hopetoun,6348,5127502,183,Ravensthorpe,
Agricultural,Roe,Shire of Ravensthorpe,Ravensthorpe,6346,5127502,166,Ravensthorpe,
Agricultural,Roe,Shire of Ravensthorpe,West River,6346,5127502,56,Ravensthorpe,
Agricultural,Roe,Shire of Esperance,Cascade,6450,5127503,60,Esperance,
Agricultural,Roe,Shire of Esperance,Coomalbidgup,6450,5127503,69,Esperance,
Agricultural,Roe,Shire of Esperance,East Munglinup,6450,5127503,26,Esperance,
Agricultural,Roe,Shire of Esperance,Lort River,6447,5127503,6,Esperance,
Agricultural,Roe,Shire of Esperance,Cape Le Grand,6450,5127504,3,Esperance,
Agricultural,Roe,Shire of Esperance,Condingup,6450,5127504,166,Esperance,
Agricultural,Roe,Shire of Esperance,Howick,6450,5127504,3,Esperance,
Agricultural,Roe,Shire of Esperance,Merivale,6450,5127504,53,Esperance,
Agricultural,Roe,Shire of Esperance,Neridup,6450,5127504,1,Esperance,
Agricultural,Roe,Shire of Ravensthorpe,Jerdacuttup,6346,5127505,49,Ravensthorpe,
Agricultural,Roe,Shire of Ravensthorpe,Munglinup,6450,5127505,74,Ravensthorpe,
Agricultural,Roe,Shire of Esperance,Coomalbidgup,6450,5127506,5,Esperance,
Agricultural,Roe,Shire of Esperance,Dalyup,6450,5127506,88,Esperance,
Agricultural,Roe,Shire of Esperance,Grass Patch,6446,5127506,86,Esperance,
Agricultural,Roe,Shire of Esperance,Lort River,6447,5127506,46,Esperance,
Agricultural,Roe,Shire of Esperance,Scaddan,6447,5127506,71,Esperance,
Agricultural,Roe,Shire of Ravensthorpe,Ravensthorpe,6346,5127508,96,Ravensthorpe,
Agricultural,Roe,Shire of Ravensthorpe,Hopetoun,6348,5127509,126,Ravensthorpe,
Agricultural,Roe,Shire of Esperance,North Cascade,6445,5127510,3,Esperance,
Agricultural,Roe,Shire of Esperance,Salmon Gums,6445,5127510,103,Esperance,
Agricultural,Roe,Shire of Ravensthorpe,Ravensthorpe,6346,5127511,98,Ravensthorpe,
Agricultural,Roe,Shire of Ravensthorpe,Hopetoun,6348,5127512,169,Ravensthorpe,
Agricultural,Roe,Shire of Ravensthorpe,Ravensthorpe,6346,5127513,3,Ravensthorpe,
Agricultural,Roe,Shire of Esperance,Gibson,6448,5127514,209,Esperance,
Mining and Pastoral,North West Central,Shire of Carnarvon,Carnarvon,6701,5127601,93,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Morgantown,6701,5127601,1,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Brown Range,6701,5127602,68,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Carnarvon,6701,5127602,1,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,East Carnarvon,6701,5127602,3,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Greys Plain,6701,5127602,4,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Brockman,6701,5127603,3,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Morgantown,6701,5127603,252,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,South Carnarvon,6701,5127604,204,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Morgantown,6701,5127605,253,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,East Carnarvon,6701,5127606,272,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Brockman,6701,5127607,164,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Babbage Island,6701,5127608,11,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Brockman,6701,5127608,187,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,South Carnarvon,6701,5127609,237,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Brockman,6701,5127610,264,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,South Carnarvon,6701,5127611,232,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Kingsford,6701,5127612,185,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Carnarvon,6701,5127613,1,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,East Carnarvon,6701,5127613,252,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,South Plantations,6701,5127614,95,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,North Plantations,6701,5127615,195,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Greys Plain,6701,5127616,31,Carnarvon,
Mining and Pastoral,North West Central,Shire of Exmouth,Cape Range National Park,6707,5127701,7,Exmouth,
Mining and Pastoral,North West Central,Shire of Exmouth,Exmouth Gulf,6707,5127701,11,Exmouth,
Mining and Pastoral,North West Central,Shire of Exmouth,Learmonth,6707,5127701,11,Exmouth,
Mining and Pastoral,North West Central,Shire of Exmouth,North West Cape,6707,5127701,50,Exmouth,
Mining and Pastoral,North West Central,Shire of Shark Bay,Carbla,6701,5127702,2,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Carrarang,6532,5127702,3,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Coburn,6532,5127702,2,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Denham,6537,5127702,9,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Dirk Hartog,6537,5127702,2,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Francois Peron Nat Pk,6537,5127702,3,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Hamelin Pool,6532,5127702,3,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Meadow,6532,5127702,3,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Monkey Mia,6537,5127702,8,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Nanga,6537,5127702,2,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Nerren Nerren,6532,5127702,2,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Talisker,6701,5127702,1,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Tamala,6532,5127702,1,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Useless Loop,6537,5127702,52,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Woodleigh,6701,5127702,1,Shark Bay,
Mining and Pastoral,North West Central,Shire of Shark Bay,Yalardy,6701,5127702,1,Shark Bay,
Mining and Pastoral,North West Central,Shire of Exmouth,Exmouth,6707,5127703,186,Exmouth,
Mining and Pastoral,North West Central,Shire of Carnarvon,Inggarda,6701,5127704,21,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Lyndon,6701,5127704,10,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Macleod,6701,5127704,8,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Minilya,6701,5127704,10,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Wooramel,6701,5127704,18,Carnarvon,
Mining and Pastoral,North West Central,Shire of Carnarvon,Yandoo Creek,6701,5127704,5,Carnarvon,
Mining and Pastoral,North West Central,Shire of Upper Gascoyne,East Lyons River,6705,5127705,7,Upper Gascoyne,
Mining and Pastoral,North West Central,Shire of Upper Gascoyne,Gascoyne Junction,6705,5127705,23,Upper Gascoyne,
Mining and Pastoral,North West Central,Shire of Upper Gascoyne,Gascoyne River,6705,5127705,83,Upper Gascoyne,
Mining and Pastoral,North West Central,Shire of Upper Gascoyne,West Lyons River,6705,5127705,10,Upper Gascoyne,
Mining and Pastoral,North West Central,Shire of Exmouth,Exmouth,6707,5127706,236,Exmouth,
Mining and Pastoral,North West Central,Shire of Shark Bay,Denham,6537,5127709,224,Shark Bay,
Mining and Pastoral,North West Central,Shire of Exmouth,Exmouth,6707,5127710,279,Exmouth,
Mining and Pastoral,North West Central,Shire of Exmouth,Exmouth,6707,5127711,171,Exmouth,
Mining and Pastoral,North West Central,Shire of Carnarvon,Coral Bay,6701,5127712,73,Carnarvon,
Mining and Pastoral,North West Central,Shire of Exmouth,Exmouth,6707,5127713,289,Exmouth,
Mining and Pastoral,North West Central,Shire of Shark Bay,Denham,6537,5127714,174,Shark Bay,
Mining and Pastoral,North West Central,Shire of Exmouth,Exmouth,6707,5127715,227,Exmouth,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Boulder,6432,5127801,239,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127802,245,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Victory Heights,6432,5127802,13,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127803,297,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127804,329,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127805,244,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127806,217,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Boulder,6432,5127806,6,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Boulder,6432,5127807,280,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127808,14,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Boulder,6432,5127808,208,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127809,236,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127810,170,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Victory Heights,6432,5127811,247,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127812,152,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127813,262,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Victory Heights,6432,5127814,258,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127815,231,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127816,227,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Boulder,6432,5127817,209,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kalgoorlie,6430,5127901,289,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Somerville,6430,5127902,325,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127903,210,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Broadwood,6430,5127904,53,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,West Kalgoorlie,6430,5127904,11,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Somerville,6430,5127905,242,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127906,341,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kalgoorlie,6430,5127907,207,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127908,136,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kalgoorlie,6430,5127909,170,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Williamstown,6430,5127910,78,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127911,204,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Broadwood,6430,5127912,259,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kalgoorlie,6430,5127913,117,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127914,260,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kalgoorlie,6430,5127915,204,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127916,235,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Somerville,6430,5127917,346,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kalgoorlie,6430,5127918,150,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kalgoorlie,6430,5127919,253,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kalgoorlie,6430,5127920,354,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kalgoorlie,6430,5127921,352,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Somerville,6430,5127922,368,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Somerville,6430,5127923,206,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,West Kalgoorlie,6430,5127923,4,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Broadwood,6430,5127924,131,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127925,230,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127926,299,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Somerville,6430,5127927,206,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127928,387,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Somerville,6430,5127929,334,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Somerville,6430,5127930,239,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Parkeston,6434,5127931,27,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,South Kalgoorlie,6430,5127932,209,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Piccadilly,6430,5128001,297,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,West Lamington,6430,5128003,232,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Lamington,6430,5128004,130,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128005,193,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Lamington,6430,5128006,153,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Lamington,6430,5128007,231,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,West Lamington,6430,5128008,226,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Piccadilly,6430,5128009,297,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Piccadilly,6430,5128010,188,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Mullingar,6430,5128011,192,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128012,26,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Lamington,6430,5128012,244,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128013,116,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128014,236,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128015,215,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Piccadilly,6430,5128016,196,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,West Lamington,6430,5128017,291,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128018,196,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Lamington,6430,5128019,241,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128020,185,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128021,139,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Piccadilly,6430,5128022,161,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Karlkurla,6430,5128024,100,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Lamington,6430,5128025,229,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Piccadilly,6430,5128027,202,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128028,103,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Hannans,6430,5128031,19,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,Shire of Dundas,Norseman,6443,5128201,165,Dundas,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Binduli,6430,5128202,10,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Brown Hill,6431,5128202,1,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Bulong,6431,5128202,6,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Emu Flat,6431,5128202,10,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Feysville,6431,5128202,2,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Forrest,6434,5128202,4,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kanowna,6431,5128202,13,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Karlkurla,6430,5128202,5,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Kurnalpi,6431,5128202,5,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Ora Banda,6431,5128202,9,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Rawlinna,6434,5128202,16,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Yilkari,6430,5128202,1,Kalgoorlie-Boulder,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Boorabbin,6429,5128202,2,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Bullabulling,6429,5128202,4,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Coolgardie,6429,5128202,6,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Londonderry,6429,5128202,1,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Mt Burges,6429,5128202,3,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Widgiemooltha,6443,5128202,10,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Dundas,Norseman,6443,5128203,133,Dundas,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Coolgardie,6429,5128204,204,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Kambalda East,6442,5128205,3,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Kambalda West,6442,5128206,195,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Kambalda East,6442,5128207,136,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Dundas,Caiguna,6443,5128208,2,Dundas,
Mining and Pastoral,Kalgoorlie,Shire of Dundas,Cocklebiddy,6443,5128208,2,Dundas,
Mining and Pastoral,Kalgoorlie,Shire of Dundas,Eucla,6443,5128208,24,Dundas,
Mining and Pastoral,Kalgoorlie,Shire of Dundas,Madura,6443,5128208,3,Dundas,
Mining and Pastoral,Kalgoorlie,Shire of Dundas,Mundrabilla,6443,5128208,5,Dundas,
Mining and Pastoral,Kalgoorlie,Shire of Dundas,Norseman,6443,5128208,3,Dundas,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Kambalda East,6442,5128209,184,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Kambalda West,6442,5128210,205,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Kambalda West,6442,5128211,219,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Coolgardie,6429,5128212,168,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Kambalda West,6442,5128213,138,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Coolgardie,6429,5128214,137,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Mt Burges,6429,5128215,14,Coolgardie,
Mining and Pastoral,Kalgoorlie,Shire of Coolgardie,Kambalda West,6442,5128216,136,Coolgardie,
Mining and Pastoral,Kalgoorlie,City of Kalgoorlie-Boulder,Cundeelee,6434,5128218,9,Kalgoorlie-Boulder,
